Series15_HealthyLungBiopsy_1,Series15_HealthyLungBiopsy_2,Series15_COVID19Lung_1,Series15_COVID19Lung_2
UBE2V2,1424,590,4,11
EFCAB1,80,64,0,13
SNAI2,408,669,0,11
SNTG1,0,5,0,0
PXDNL,7,0,0,0
PCMTD1,1033,689,0,37
ST18,10,5,0,0
RB1CC1,2087,481,0,25
NPBWR1,0,0,0,0
OPRK1,0,14,0,0
ATP6V1H,1707,558,0,9
RGS20,72,3,0,0
TCEA1,1269,848,2,42
LYPLA1,666,507,1,0
MRPL15,941,680,0,25
SOX17,572,1180,0,16
RP1,9,3,0,0
XKR4,0,0,0,0
SBF1P1,0,0,0,0
TMEM68,302,123,1,5
TGS1,797,241,1,10
LYN,3420,1352,22,775
RPS20,41394,28497,72,983
SNORD54,75,37,0,0
MOS,0,0,0,0
PLAG1,67,18,0,0
CHCHD7,898,882,8,75
SDR16C5,1383,242,0,46
PENK,20,16,0,0
IMPAD1,3199,1238,2,142
LOC286177,1,0,0,0
LINC00588,0,0,0,0
FAM110B,283,282,0,0
UBXN2B,456,289,0,64
CYP7A1,2,8,0,0
SDCBP,16979,8369,42,2097
NSMAF,1843,544,2,90
TOX,105,51,0,3
CA8,2729,34,0,3
RAB2A,3019,2020,6,100
CHD7,2645,546,0,20
LOC100130298,4,3,0,0
CLVS1,3,0,0,0
ASPH,2131,1004,3,73
MIR4470,0,4,0,0
NKAIN3,0,0,0,0
GGH,129,127,0,10
TTPA,1,0,0,0
YTHDF3,2356,719,4,51
MIR124-2,0,0,0,0
LOC401463,2,7,0,0
BHLHE22,22,66,1,2
CYP7B1,129,16,2,39
LINC00251,0,0,0,0
ARMC1,370,335,2,13
MTFR1,401,143,0,11
PDE7A,786,242,1,16
DNAJC5B,38,29,0,5
TRIM55,5,5,0,0
CRH,0,0,0,0
RRS1,1312,613,2,19
ADHFE1,80,232,0,0
MYBL1,106,39,0,0
VCPIP1,648,188,0,49
C8orf44,17,25,0,0
C8orf44-SGK3,0,0,0,0
SGK3,5,0,0,0
PTTG3P,0,0,0,0
MCMDC2,32,28,0,0
SNHG6,4720,1871,1,107
SNORD87,68,57,0,0
TCF24,0,0,0,0
PPP1R42,5,0,0,0
COPS5,1827,944,0,52
CSPP1,540,352,0,3
ARFGEF1,1518,586,1,14
CPA6,0,0,0,0
PREX2,133,174,0,0
C8orf34,20,18,0,9
SULF1,195,410,0,25
SLCO5A1,209,20,0,0
PRDM14,0,5,0,0
NCOA2,183,35,4,0
TRAM1,6285,2728,15,226
LACTB2,148,117,0,3
XKR9,26,1,0,0
EYA1,10,10,0,10
MSC,1305,454,0,1
TRPA1,10,14,1,4
LOC392232,1,2,0,0
KCNB2,9,0,0,0
TERF1,595,282,2,17
SBSPON,93,167,0,4
RPL7,34244,23558,19,432
RDH10,1382,1486,8,101
STAU2-AS1,4,2,0,0
STAU2,418,405,2,40
UBE2W,1055,773,2,102
TMEM70,1870,4715,2,52
LY96,197,359,34,724
JPH1,104,37,1,0
GDAP1,56,180,0,0
MIR5681A,0,0,0,0
MIR5681B,0,0,0,0
MIR2052,0,0,0,0
PI15,61,64,0,7
CRISPLD1,29,26,0,0
HNF4G,2,0,0,0
ZFHX4-AS1,1,0,0,0
ZFHX4,5,43,0,0
PEX2,852,627,0,4
PKIA,692,261,0,0
ZC2HC1A,136,130,0,0
IL7,790,41,0,2
STMN2,2,21,0,0
HEY1,698,901,1,12
MRPS28,601,353,0,5
TPD52,508,365,0,11
MIR5708,0,0,0,0
ZBTB10,1433,165,0,0
ZNF704,333,631,0,13
PAG1,2963,1175,0,58
FABP5,614,861,0,24
PMP2,0,13,0,0
FABP9,0,0,0,0
FABP4,1129,2907,1,44
FABP12,1,0,0,0
IMPA1,713,260,0,27
SLC10A5,4,0,0,0
ZFAND1,756,527,0,11
CHMP4C,200,117,0,2
SNX16,287,111,1,15
RALYL,0,4,0,0
LRRCC1,61,179,0,7
E2F5,78,28,2,0
C8orf59,1002,662,1,53
CA13,1043,134,0,20
CA1,11,0,1,19
CA3,118,152,0,0
CA2,1007,176,0,8
REXO1L2P,0,0,0,0
PSKH2,0,0,0,0
ATP6V0D2,95,28,0,0
SLC7A13,0,0,0,0
WWP1,863,666,0,12
RMDN1,396,797,0,0
CPNE3,892,989,2,77
CNGB3,0,7,0,0
CNBD1,0,6,0,0
DCAF4L2,0,17,0,0
MMP16,1,20,0,0
RIPK2,8904,463,26,514
OSGIN2,1124,443,0,54
NBN,1334,494,41,868
DECR1,1117,1357,2,75
CALB1,0,3,0,0
LINC00534,2,4,0,0
TMEM64,428,425,0,8
NECAB1,122,99,0,7
OTUD6B,225,124,0,0
LRRC69,16,6,0,0
MIR4661,0,0,0,0
SLC26A7,5,5,0,0
RUNX1T1,229,417,0,0
FLJ46284,0,0,0,0
TRIQK,164,370,0,0
C8orf87,0,0,0,0
LINC00535,6,19,0,0
RBM12B,368,86,0,0
RBM12B-AS1,19,5,0,0
TMEM67,156,84,0,0
MIR378D2,0,0,0,0
PDP1,645,189,0,11
CDH17,3,6,0,4
GEM,33831,1546,0,73
RAD54B,12,11,0,0
FSBP,0,0,0,0
LOC100288748,2,9,0,0
ESRP1,279,82,0,4
DPY19L4,166,202,2,7
INTS8,663,257,0,10
CCNE2,173,5,0,0
TP53INP1,730,648,0,11
NDUFAF6,162,181,0,10
MIR3150B,0,0,0,0
MIR3150A,0,0,0,0
PLEKHF2,1311,340,0,74
C8orf37,22,25,0,5
LOC100500773,0,6,0,0
GDF6,0,3,0,0
UQCRB,4296,5501,4,127
PTDSS1,2757,891,2,51
SDC2,1824,1829,0,62
CPQ,420,953,4,76
TSPYL5,518,208,0,4
MTDH,2933,1286,0,18
LAPTM4B,3047,1527,0,51
MATN2,49,770,0,5
RPL30,33728,21082,79,1396
SNORA72,27,29,0,0
POP1,359,111,3,0
NIPAL2,50,88,0,0
KCNS2,0,6,0,0
STK3,1441,420,0,47
OSR2,16,66,0,0
VPS13B,720,326,2,21
MIR599,0,0,0,0
MIR875,0,0,0,0
COX6C,3075,2811,4,44
RGS22,21,40,0,0
FBXO43,2,12,0,1
POLR2K,1864,894,18,152
SPAG1,286,91,0,35
RNF19A,3269,1066,3,66
MIR4471,0,0,0,0
ANKRD46,249,339,0,0
SNX31,24,7,0,0
PABPC1,27370,13309,31,277
YWHAZ,20659,8916,86,2154
FLJ42969,4,0,0,0
ZNF706,2533,1260,3,67
GRHL2,215,64,0,0
NCALD,1069,1355,0,3
MIR5680,0,0,0,0
RRM2B,859,423,3,25
UBR5,5493,1052,5,52
ODF1,0,0,0,0
KLF10,13083,2364,0,37
AZIN1,6353,1118,12,326
ATP6V1C1,2257,804,5,227
BAALC,912,538,0,0
MIR3151,2,0,0,0
FZD6,595,445,0,10
CTHRC1,194,163,0,4
SLC25A32,1560,734,5,40
DCAF13,3012,796,0,7
RIMS2,2,15,0,0
DCSTAMP,110,12,0,0
DPYS,4,6,0,0
LRP12,492,105,0,17
ZFPM2,218,198,0,7
OXR1,598,318,0,0
ABRA,1,0,0,0
ANGPT1,73,286,0,0
RSPO2,27,72,0,0
EIF3E,8267,5034,5,139
EMC2,1399,506,0,32
TMEM74,9,1,0,0
TRHR,2,0,0,0
NUDCD1,1420,470,0,15
ENY2,2641,2113,10,71
PKHD1L1,36,1508,1,0
EBAG9,457,515,3,25
SYBU,83,427,0,0
KCNV1,2,0,0,0
CSMD3,1,13,0,0
MIR2053,0,0,0,0
TRPS1,446,109,0,0
LINC00536,3,0,0,0
EIF3H,7223,4173,3,97
UTP23,527,295,0,10
RAD21,5384,1332,0,97
RAD21-AS1,5,3,0,0
MIR3610,0,0,0,0
AARD,11,32,0,0
SLC30A8,4,4,0,0
MED30,874,386,1,9
EXT1,5312,833,0,76
SAMD12,102,301,0,0
SAMD12-AS1,7,0,0,0
TNFRSF11B,1017,75,4,39
COLEC10,2,13,0,0
MAL2,2609,994,12,30
NOV,60,296,0,6
ENPP2,462,3839,2,25
TAF2,750,236,4,11
DSCC1,24,30,0,4
DEPTOR,10,106,0,0
COL14A1,151,899,2,31
MRPL13,1009,465,0,23
MTBP,23,26,0,0
SNTB1,307,470,0,26
HAS2,748,494,1,56
HAS2-AS1,39,5,0,0
ZHX2,2881,935,1,44
DERL1,4042,1232,5,110
FAM83A,58,5,0,0
MIR4663,0,0,0,0
C8orf76,79,57,0,6
ZHX1,486,429,0,6
ATAD2,518,152,0,7
WDYHV1,302,271,0,0
FBXO32,601,345,1,1
KLHL38,3,0,0,0
ANXA13,2,3,0,0
FAM91A1,1495,581,0,22
FER1L6,3,0,0,0
FER1L6-AS1,0,2,0,0
TMEM65,158,241,0,0
TRMT12,361,246,0,0
RNF139,1194,617,0,6
TATDN1,682,318,1,7
NDUFB9,5613,2537,4,31
MTSS1,5277,685,0,52
ZNF572,31,11,0,0
SQLE,1696,179,0,10
NSMCE2,515,258,0,6
TRIB1,11702,7075,6,121
FAM84B,468,413,0,1
PCAT1,3,8,0,0
POU5F1B,3,12,0,0
MYC,10674,4865,5,6
MIR1204,6,5,0,0
PVT1,605,350,0,7
MIR1205,0,0,0,0
MIR1206,1,0,0,0
MIR1207,0,0,0,0
MIR1208,0,0,0,0
GSDMC,22,11,0,0
FAM49B,1664,799,0,258
MIR5194,1,0,0,0
ASAP1,2995,1533,3,48
ASAP1-IT1,10,12,0,0
ADCY8,47,7,0,0
EFR3A,1816,687,0,39
OC90,7,2,0,0
HHLA1,3,0,0,0
KCNQ3,1154,25,0,0
HPYR1,3,0,0,0
LRRC6,60,29,0,0
TMEM71,163,142,9,122
PHF20L1,1266,592,0,89
TG,20,13,0,4
SLA,1384,992,3,32
WISP1,3852,105,0,45
NDRG1,26761,27080,6,127
ST3GAL1,9988,1898,1,47
ZFAT,214,81,0,20
ZFAT-AS1,0,0,0,0
MIR30B,2,0,0,0
MIR30D,0,0,0,0
KHDRBS3,1477,190,0,0
FAM135B,1,0,0,0
COL22A1,29,26,0,0
KCNK9,4,3,0,0
TRAPPC9,211,400,0,0
CHRAC1,768,947,11,165
AGO2,1222,337,1,24
PTK2,4339,1987,1,58
DENND3,3179,1935,0,18
SLC45A4,243,52,0,8
GPR20,1,16,0,0
PTP4A3,571,2362,0,8
MROH5,6,36,0,0
MIR4472-1,0,0,0,0
LINC00051,0,0,0,0
TSNARE1,33,28,0,0
ARC,444,538,0,0
JRK,219,80,0,1
PSCA,8,7,0,0
LY6K,205,17,0,0
THEM6,78,86,0,0
SLURP1,0,0,0,0
LYPD2,0,0,0,0
LYNX1,37,135,2,0
LY6D,5,0,0,0
GML,0,0,0,0
CYP11B1,0,0,0,0
CYP11B2,0,0,0,0
LY6E,3155,3240,55,503
C8orf31,17,27,0,0
LY6H,7,43,0,0
GPIHBP1,27,4307,0,0
ZFP41,56,66,0,0
GLI4,92,103,0,0
ZNF696,60,43,0,2
TOP1MT,374,736,0,3
RHPN1-AS1,10,0,0,0
RHPN1,85,90,1,2
MAFA,66,6,0,0
ZC3H3,263,113,2,9
GSDMD,2423,1642,3,7
MROH6,46,40,0,0
EEF1D,12025,14239,10,104
TIGD5,48,30,0,0
TSTA3,1469,909,0,16
ZNF623,202,122,0,1
ZNF707,110,221,0,0
BREA2,5,3,0,0
CCDC166,1,0,0,0
MAPK15,65,19,0,2
FAM83H,228,41,0,0
MIR4664,0,0,0,0
SCRIB,181,124,0,10
MIR937,0,0,0,0
PUF60,3456,2297,2,16
NRBP2,374,828,2,32
EPPK1,235,16,0,0
PLEC,3608,2761,5,29
MIR661,0,0,0,0
PARP10,305,177,0,20
GRINA,6288,2499,29,196
SPATC1,38,6,0,3
OPLAH,52,40,0,1
EXOSC4,823,537,0,3
GPAA1,805,1289,0,9
CYC1,3329,1748,0,13
SHARPIN,597,678,0,16
MAF1,2244,2466,0,3
MROH1,643,189,0,1
BOP1,89,26,0,0
HSF1,920,746,0,6
DGAT1,554,906,0,10
SCRT1,0,1,0,0
TMEM249,8,1,0,0
FBXL6,345,202,0,0
SLC52A2,649,325,0,2
ADCK5,69,107,0,0
CPSF1,909,1342,0,7
MIR939,0,0,0,0
MIR1234,0,0,0,0
SLC39A4,229,243,0,20
VPS28,2656,2527,0,10
TONSL,16,31,0,0
CYHR1,309,511,0,0
KIFC2,35,50,0,19
FOXH1,0,0,0,0
PPP1R16A,208,106,0,0
GPT,8,3,0,0
MFSD3,57,105,0,2
RECQL4,14,28,0,6
LRRC14,172,158,0,0
LRRC24,0,0,0,0
C8orf82,51,52,1,9
ARHGAP39,46,24,0,0
ZNF251,430,499,0,9
ZNF34,199,347,0,8
RPL8,52352,38053,41,374
ZNF517,21,23,0,0
ZNF7,523,354,1,4
COMMD5,1287,483,0,11
ZNF250,351,154,0,16
ZNF16,176,142,0,0
ZNF252P,165,193,0,5
TMED10P1,12,20,0,0
ZNF252P-AS1,3,0,2,0
C8orf33,2086,1250,0,11
DDX11L5,1,0,0,0
FAM138C,1,0,0,0
FOXD4,20,3,0,0
CBWD1,511,368,0,11
C9orf66,8,6,1,23
DOCK8,806,314,0,68
KANK1,853,454,0,9
DMRT1,0,2,0,0
DMRT3,1,0,0,0
DMRT2,24,94,0,0
SMARCA2,875,1332,3,37
VLDLR,537,100,0,0
KCNV2,8,0,0,0
RFX3,181,59,0,8
GLIS3,1371,124,0,9
GLIS3-AS1,5,1,0,2
SLC1A1,346,599,1,7
SPATA6L,79,159,0,0
CDC37L1,736,732,0,25
AK3,1613,1887,8,77
RCL1,1830,587,6,35
MIR101-2,1,0,0,0
JAK2,546,430,4,40
INSL6,0,0,0,0
INSL4,0,0,0,0
RLN2,6,0,0,0
RLN1,9,0,0,0
PLGRKT,1048,287,2,31
CD274,17935,557,34,928
PDCD1LG2,1248,274,3,90
ERMP1,324,252,1,6
MLANA,8,8,0,1
KIAA2026,717,386,1,7
MIR4665,0,0,0,0
RANBP6,445,228,0,6
IL33,8339,1490,6,81
TPD52L3,11,0,0,0
UHRF2,1708,846,0,17
GLDC,33,14,0,0
KDM4C,786,335,0,1
PTPRD,237,221,0,0
TYRP1,25,157,0,0
LURAP1L,356,405,0,1
MPDZ,882,415,0,19
LINC00583,0,0,0,0
NFIB,1033,2310,2,18
ZDHHC21,421,205,0,5
CER1,0,0,0,0
FREM1,52,58,0,0
LOC389705,4,2,0,0
TTC39B,265,84,4,7
SNAPC3,504,170,1,4
PSIP1,691,1041,0,26
CCDC171,7,31,0,0
C9orf92,0,0,0,0
BNC2,182,173,0,0
CNTLN,136,178,0,21
SH3GL2,57,10,0,0
ADAMTSL1,70,265,0,0
MIR3152,0,0,0,0
RRAGA,2393,1371,6,62
HAUS6,368,159,0,8
SCARNA8,0,0,0,0
PLIN2,10570,1783,6,43
DENND4C,927,509,0,1
RPS6,59812,38570,68,932
ACER2,25,38,0,0
SLC24A2,0,5,0,0
MLLT3,261,215,1,15
MIR4473,0,0,0,0
MIR4474,0,0,0,0
FOCAD,642,265,2,7
MIR491,0,0,0,0
IFNB1,0,0,0,0
IFNW1,0,0,0,0
IFNA21,0,0,0,0
IFNA4,0,0,0,0
IFNA7,0,0,0,0
IFNA10,0,0,0,0
IFNA16,0,0,0,0
IFNA17,0,0,0,0
IFNA14,0,0,0,0
IFNA22P,1,0,0,0
IFNA5,4,0,0,0
KLHL9,1048,397,3,60
IFNA6,0,0,2,0
IFNA13,0,0,0,0
IFNA2,0,0,0,0
IFNA8,0,0,0,0
IFNA1,0,0,0,0
MIR31HG,62,2,0,2
IFNE,27,0,0,0
MIR31,1,0,0,0
MTAP,618,301,0,7
CDKN2A,274,107,1,22
CDKN2B-AS1,78,17,0,1
CDKN2B,1245,414,3,55
DMRTA1,28,29,0,0
ELAVL2,2,6,0,0
IZUMO3,0,0,0,0
TUSC1,227,495,0,11
LOC100506422,0,0,0,0
CAAP1,202,337,0,13
PLAA,1301,733,0,27
IFT74,130,260,0,0
LRRC19,3,17,0,0
TEK,2558,2592,1,58
LINC00032,14,14,0,0
EQTN,9,10,0,0
MOB3B,537,764,0,12
IFNK,20,0,0,0
C9orf72,1380,530,0,93
LINGO2,3,7,0,0
MIR876,0,0,0,0
MIR873,0,0,0,0
ACO1,4232,575,0,49
DDX58,1428,426,21,485
TOPORS,913,213,0,17
NDUFB6,1164,877,5,40
TAF1L,2,0,0,0
TMEM215,0,2,0,0
APTX,856,568,0,4
DNAJA1,17554,4640,5,281
SMU1,2310,1353,2,53
B4GALT1,6162,2837,5,196
SPINK4,0,2,0,0
BAG1,4733,3025,0,73
CHMP5,2925,1301,9,386
NFX1,1550,748,0,5
AQP7,0,22,0,0
AQP3,3467,747,0,23
NOL6,2422,976,0,20
SUGT1P1,15,14,0,0
ANKRD18B,3,18,0,0
ANXA2P2,186,67,0,0
PTENP1,5,20,0,2
PRSS3,24,6,0,0
UBE2R2,2356,1176,2,79
UBAP2,887,610,1,6
SNORD121B,0,0,0,0
SNORD121A,0,0,0,0
DCAF12,1711,628,2,42
UBAP1,7668,1644,17,81
KIF24,83,12,0,0
NUDT2,281,175,1,1
C9orf24,77,78,1,3
FAM219A,1377,519,0,25
DNAI1,61,5,0,9
ENHO,7,29,0,0
CNTFR,10,39,0,0
RPP25L,254,360,1,1
DCTN3,685,1281,0,30
ARID3C,1,0,0,0
SIGMAR1,671,487,1,30
GALT,226,570,0,0
IL11RA,128,480,0,0
CCL27,4,0,0,0
CCL19,266,290,20,200
CCL21,556,3812,8,57
FAM205A,3,0,0,0
DNAJB5,2175,465,2,11
C9orf131,61,9,0,0
VCP,17544,4176,5,108
FANCG,209,201,0,4
PIGO,302,231,0,0
STOML2,3435,1374,0,30
FAM214B,1819,549,0,1
UNC13B,1778,1403,0,5
ATP8B5P,46,33,0,0
RUSC2,1200,365,1,3
FAM166B,26,37,0,0
TESK1,509,264,0,38
MIR4667,0,0,0,0
CD72,75,91,0,0
SIT1,114,23,0,0
RMRP,5823,52,5,122
CCDC107,405,176,0,0
ARHGEF39,95,47,0,0
CA9,355,10,1,0
TPM2,5709,16785,23,76
TLN1,11621,5948,35,431
CREB3,2234,1036,4,16
GBA2,3348,1177,2,6
RGP1,169,51,0,0
MSMP,76,26,0,0
NPR2,568,189,0,0
SPAG8,50,54,0,0
HINT2,275,784,0,3
FAM221B,1,0,0,0
TMEM8B,143,320,0,4
OR13J1,0,3,0,0
HRCT1,18,123,0,0
OR2S2,0,1,0,0
RECK,347,357,0,0
GLIPR2,1236,3150,1,76
CCIN,8,10,0,0
CLTA,6255,3285,8,203
GNE,329,210,0,8
RNF38,1441,663,0,20
MELK,11,15,0,0
MIR4475,0,0,0,0
PAX5,6,0,0,0
MIR4540,0,0,0,0
MIR4476,0,0,0,0
ZCCHC7,695,220,0,0
GRHPR,1144,1340,0,15
ZBTB5,2547,232,0,0
POLR1E,1199,516,0,1
FBXO10,195,91,0,0
TOMM5,4296,1532,8,233
FRMPD1,1,2,0,0
TRMT10B,185,172,2,0
EXOSC3,765,289,0,51
DCAF10,858,332,10,37
SLC25A51,135,132,0,10
SHB,2616,1103,9,7
ALDH1B1,648,459,0,17
IGFBPL1,20,8,0,0
ANKRD18A,12,7,0,0
FAM201A,4,7,0,0
CNTNAP3,7,70,0,0
SPATA31A1,0,0,0,0
ZNF658B,0,0,0,0
FAM74A1,0,0,0,0
SPATA31A3,0,0,0,0
FAM74A3,0,0,0,0
ZNF658,12,25,0,0
SPATA31A5,0,0,0,0
SPATA31A7,0,0,0,0
ANKRD20A2,0,0,0,0
ANKRD20A3,0,0,0,0
FAM95B1,9,15,0,0
FOXD4L4,0,0,0,0
LOC286297,1,1,0,0
AQP7P3,3,0,0,0
LOC642929,0,13,0,0
SPATA31A6,0,0,0,0
CNTNAP3B,24,151,0,5
FAM27C,0,0,0,0
FAM74A4,0,0,0,0
PTGER4P2-CDK2AP2P2,1,14,0,0
AQP7P1,26,34,0,0
FAM27B,0,0,0,0
ANKRD20A1,0,0,0,0
PGM5P2,8,9,0,0
LOC440896,268,10,0,0
FOXD4L6,0,0,0,0
CBWD6,188,69,0,0
ANKRD20A4,0,0,0,0
LOC100133920,0,0,0,0
FOXD4L5,3,0,0,0
CBWD3,25,3,0,0
CBWD5,0,0,0,0
FOXD4L3,0,0,0,0
PGM5-AS1,12,43,0,1
PGM5,274,1901,0,6
TMEM252,7,6,0,7
PIP5K1B,148,207,0,0
FAM122A,510,418,0,40
PRKACG,0,0,0,0
FXN,174,236,0,9
TJP2,6969,2261,0,62
BANCR,29,43,0,0
FAM189A2,450,373,0,2
APBA1,86,140,0,0
PTAR1,1234,449,0,45
C9orf135,78,15,2,4
MAMDC2,176,413,0,0
SMC5,1544,793,5,28
KLF9,5276,6565,2,64
TRPM3,15,32,0,0
MIR204,0,0,0,0
C9orf85,55,85,0,0
C9orf57,0,0,0,0
GDA,8,13,0,0
ZFAND5,6570,5913,3,138
TMC1,2,14,0,0
ALDH1A1,1026,1989,4,230
ANXA1,17419,7628,8,205
RORB,6,14,0,0
TRPM6,32,372,0,2
C9orf40,150,168,0,11
NMRK1,666,495,4,32
OSTF1,1871,1365,3,41
PCSK5,278,95,0,4
RFK,751,542,0,14
RPSAP9,29,13,0,0
GCNT1,101,103,0,5
PRUNE2,39,281,0,20
PCA3,1,0,0,0
FOXB2,0,0,0,0
VPS13A-AS1,3,0,0,0
VPS13A,1109,234,0,15
GNA14,356,504,1,14
GNAQ,182,73,0,24
CEP78,79,90,1,0
PSAT1,73,14,0,10
TLE4,895,443,11,143
TLE1,743,994,0,12
SPATA31D5P,0,0,0,0
SPATA31D4,0,0,0,0
SPATA31D3,0,0,0,0
SPATA31D1,1,0,0,0
RASEF,576,77,0,0
FRMD3,95,215,0,10
IDNK,96,188,0,11
UBQLN1,5778,1817,9,59
GKAP1,143,67,1,2
KIF27,104,27,0,0
C9orf64,232,221,0,6
HNRNPK,24665,9417,15,242
MIR7-1,75,23,0,0
RMI1,80,50,0,6
SLC28A3,28,9,0,4
NTRK2,80,1312,0,0
AGTPBP1,693,342,0,16
LOC389765,89,24,0,0
NAA35,844,233,0,0
GOLM1,707,686,0,60
C9orf153,3,16,0,0
ISCA1,932,922,2,3
GAS1,22,45,0,10
LOC440173,0,4,0,0
LOC494127,0,0,0,0
C9orf170,2,0,0,1
DAPK1,1183,986,0,30
CTSL3P,0,0,0,0
LOC392364,2,0,0,0
SPATA31E1,0,0,0,0
SPATA31C1,2,7,0,0
CDK20,288,125,0,0
SPATA31C2,0,0,0,0
SPIN1,1334,937,1,6
NXNL2,5,2,0,0
MIR4289,0,0,0,0
C9orf47,169,21,0,0
S1PR3,2631,680,1,35
SHC3,167,244,0,0
CKS2,798,176,0,13
MIR3153,1,0,0,0
SECISBP2,1849,1251,0,33
SEMA4D,1223,365,1,39
GADD45G,683,795,0,0
UNQ6494,4,0,0,0
MIR4290,0,0,0,0
DIRAS2,1,0,0,0
SYK,834,639,3,11
LOC100129316,4,6,0,0
AUH,133,150,0,0
NFIL3,4109,3347,25,438
MIR3910-1,0,0,0,0
MIR3910-2,0,0,0,0
ROR2,113,67,1,6
SPTLC1,1734,635,0,57
LOC100128076,0,0,0,0
LINC00475,0,4,0,0
IARS,4470,992,4,51
MIR3651,0,0,0,0
SNORA84,1,0,0,0
NOL8,919,498,0,0
CENPP,22,64,0,0
OGN,101,473,0,21
OMD,10,77,0,0
ASPN,39,276,0,32
ECM2,108,474,0,0
MIR4670,0,0,0,0
IPPK,539,178,0,0
LOC100128361,36,47,0,0
BICD2,1690,695,0,9
ANKRD19P,43,71,0,0
ZNF484,166,74,1,0
FGD3,410,203,0,14
SUSD3,140,24,0,29
NINJ1,9299,2075,33,239
WNK2,12,31,0,0
C9orf129,2,25,0,0
FAM120AOS,644,736,0,21
FAM120A,3404,1817,0,133
PHF2,1042,1020,0,34
MIR4291,0,0,0,0
BARX1,3,0,0,0
PTPDC1,350,146,0,0
MIRLET7A1,11,2,0,0
MIRLET7F1,9,0,0,0
MIRLET7D,63,6,0,0
ZNF169,69,21,0,0
LOC100132077,0,4,0,0
FBP2,5,0,0,0
FBP1,1025,5003,0,18
C9orf3,1060,1141,1,18
MIR2278,4,0,0,0
MIR23B,10,3,0,0
MIR27B,20,9,0,0
MIR3074,7,5,0,0
MIR24-1,0,0,0,0
FANCC,249,170,0,0
PTCH1,94,275,0,1
LOC100507346,4,2,0,0
LINC00476,68,161,0,0
ERCC6L2,66,25,0,0
LINC00092,9,44,0,8
LOC158435,0,10,0,0
LOC158434,0,2,0,0
HSD17B3,12,28,0,0
SLC35D2,507,506,0,7
ZNF367,36,41,0,0
HABP4,493,671,0,1
CDC14B,253,254,0,1
LOC441455,15,24,0,0
ZNF510,334,116,0,13
ZNF782,109,32,0,0
LOC100132781,6,0,0,0
LOC441454,8,0,0,0
LOC286359,0,0,0,0
TDRD7,1178,252,8,88
TMOD1,874,450,0,2
TSTD2,265,129,0,1
NCBP1,1218,379,0,31
XPA,238,353,0,0
FOXE1,2,1,0,0
HEMGN,10,3,0,0
ANP32B,4033,4633,8,127
NANS,4016,1727,0,51
TRIM14,608,544,3,62
CORO2A,266,239,0,9
TBC1D2,1581,668,0,6
GABBR2,7,19,0,0
ANKS6,933,305,0,11
GALNT12,291,62,0,7
COL15A1,588,1728,3,27
TGFBR1,1471,604,0,2
ALG2,2938,459,4,125
SEC61B,9061,2273,6,204
NR4A3,4300,2259,6,66
STX17,810,532,0,43
ERP44,4422,1029,8,233
INVS,157,147,0,0
TEX10,2356,467,0,6
MSANTD3,2577,349,0,24
MSANTD3-TMEFF1,0,0,0,0
TMEFF1,4,2,0,0
BAAT,5,9,0,0
MRPL50,1132,297,0,23
ZNF189,943,465,0,10
ALDOB,26,4,0,0
TMEM246,145,71,0,1
RNF20,674,484,0,3
GRIN3A,9,5,0,2
PPP3R2,0,10,0,0
CYLC2,0,9,0,0
SMC2,222,100,0,6
OR13F1,0,0,0,0
OR13C4,0,0,0,0
OR13C3,0,0,0,0
OR13C8,0,0,0,0
OR13C5,0,0,0,0
OR13C2,0,0,0,0
OR13C9,1,0,0,0
OR13D1,0,0,0,0
NIPSNAP3A,358,394,0,19
NIPSNAP3B,26,57,0,0
ABCA1,2891,336,5,100
SLC44A1,858,763,5,53
FSD1L,92,19,0,0
FKTN,284,160,0,0
TAL2,0,6,0,0
TMEM38B,879,141,0,8
ZNF462,1030,106,0,2
MIR548Q,1,0,0,0
RAD23B,4639,2346,6,152
KLF4,1313,4582,2,16
ACTL7B,2,0,0,0
ACTL7A,0,0,0,0
FAM206A,490,223,0,18
CTNNAL1,4973,1544,0,51
TMEM245,971,1109,2,7
MIR32,0,0,0,0
FRRS1L,0,0,0,0
EPB41L4B,281,80,0,10
PTPN3,847,99,0,0
PALM2,1130,36,0,3
PALM2-AKAP2,0,0,0,0
AKAP2,55,8,0,0
C9orf152,57,35,0,0
TXN,24143,4330,44,655
TXNDC8,1,0,0,0
SVEP1,650,237,0,28
MUSK,5,10,0,0
LPAR1,478,477,1,45
OR2K2,2,0,0,0
ZNF483,54,25,0,0
PTGR1,937,321,0,5
LRRC37A5P,0,0,0,0
DNAJC25,695,250,0,5
DNAJC25-GNG10,0,0,0,0
GNG10,23,19,0,0
C9orf84,32,25,4,0
UGCG,1632,312,2,28
MIR4668,0,4,0,0
MIR3134,0,0,0,0
SUSD1,599,191,0,11
PTBP3,2841,1370,4,132
HSDL2,632,619,4,23
KIAA1958,36,10,0,0
INIP,167,91,0,0
SNX30,467,502,0,7
SLC46A2,26,29,0,0
ZNF883,6,9,0,0
ZFP37,62,52,0,0
FAM225B,2,5,0,0
FAM225A,4,5,0,0
SLC31A2,1383,536,4,28
FKBP15,2060,632,0,29
SLC31A1,1152,331,2,2
CDC26,503,244,0,7
PRPF4,1302,649,0,8
RNF183,12,10,0,0
WDR31,3,11,0,0
BSPRY,287,118,0,4
